ZONE,COUNTY,MODE,TRIPS
390,Hillsborough County,AUTO,488.91
391,Hillsborough County,AUTO,20.41
393,Hillsborough County,AUTO,1952.18
394,Hillsborough County,AUTO,26.36
395,Hillsborough County,AUTO,347.36
396,Hillsborough County,AUTO,27956.78
396,Hillsborough County,SHUTTLE VANPOOL,3880.13
397,Hillsborough County,SCHOOL BUS,28.77
398,Hillsborough County,AUTO,117.6
399,Hillsborough County,AUTO,9085.44
399,Hillsborough County,SHUTTLE VANPOOL,1940.06
400,Hillsborough County,AUTO,419.49
401,Hillsborough County,AUTO,3692.01
401,Hillsborough County,WALK,115.48
402,Hillsborough County,AUTO,3443.48
403,Hillsborough County,AUTO,3437.72
404,Hillsborough County,AUTO,2833.98
405,Hillsborough County,AUTO,9.77
406,Hillsborough County,AUTO,131.34
408,Hillsborough County,AUTO,158.18
408,Hillsborough County,WALK,181.41
409,Hillsborough County,AUTO,42.66
409,Hillsborough County,TNC,1902.43
410,Hillsborough County,AUTO,213.9
411,Hillsborough County,AUTO,531.8
415,Hillsborough County,AUTO,792.06
416,Hillsborough County,AUTO,788.9
416,Hillsborough County,WALK,159.91
417,Hillsborough County,AUTO,145.93
418,Hillsborough County,AUTO,3178.3
419,Hillsborough County,AUTO,1297.89
420,Hillsborough County,AUTO,7614.12
421,Hillsborough County,AUTO,886.99
422,Hillsborough County,AUTO,10115.79
423,Hillsborough County,AUTO,4917.85
423,Hillsborough County,TNC,1902.43
423,Hillsborough County,WALK,1597.37
424,Hillsborough County,AUTO,29622.43
424,Hillsborough County,WALK,305.48
425,Hillsborough County,AUTO,24404.46
425,Hillsborough County,SHUTTLE VANPOOL,1940.06
426,Hillsborough County,AUTO,163.6
427,Hillsborough County,AUTO,674.29
427,Hillsborough County,TRANSIT,142.29
427,Hillsborough County,WALK,1823.59
428,Hillsborough County,AUTO,4128.77
428,Hillsborough County,TNC,2336.45
428,Hillsborough County,WALK,350.04
429,Hillsborough County,AUTO,282.42
429,Hillsborough County,BIKE,105.4
429,Hillsborough County,WALK,26.71
430,Hillsborough County,AUTO,1673.91
430,Hillsborough County,TRANSIT,150.43
430,Hillsborough County,WALK,98.72
431,Hillsborough County,AUTO,438.84
431,Hillsborough County,WALK,325.88
432,Hillsborough County,AUTO,9298.49
432,Hillsborough County,WALK,1823.59
433,Hillsborough County,AUTO,1508.74
433,Hillsborough County,TNC,1127.12
433,Hillsborough County,WALK,2234.49
434,Hillsborough County,AUTO,7873.62
434,Hillsborough County,OTHER,1169.09
434,Hillsborough County,SCHOOL BUS,180.94
434,Hillsborough County,WALK,34.63
435,Hillsborough County,AUTO,7196.54
436,Hillsborough County,AUTO,4079.33
436,Hillsborough County,WALK,2221.85
437,Hillsborough County,AUTO,5458.4
438,Hillsborough County,AUTO,31542.78
438,Hillsborough County,LONG DIST PASS,3429.86
438,Hillsborough County,SHUTTLE VANPOOL,171.89
438,Hillsborough County,TNC,4731.27
439,Hillsborough County,AUTO,173.58
439,Hillsborough County,SHUTTLE VANPOOL,74.72
440,Hillsborough County,AUTO,29.3
441,Hillsborough County,AUTO,14708.32
441,Hillsborough County,SHUTTLE VANPOOL,9.14
442,Hillsborough County,AUTO,22507.27
443,Hillsborough County,AUTO,10966.58
443,Hillsborough County,BIKE,74.59
443,Hillsborough County,TRANSIT,18.48
443,Hillsborough County,WALK,1127.68
444,Hillsborough County,AUTO,347.4
445,Hillsborough County,AUTO,4716.8
446,Hillsborough County,AUTO,3959.41
447,Hillsborough County,AUTO,6547.49
447,Hillsborough County,WALK,1342.3
448,Hillsborough County,AUTO,9653.55
448,Hillsborough County,TRANSIT,12.32
449,Hillsborough County,AUTO,5229.87
450,Hillsborough County,AUTO,1391.1
451,Hillsborough County,AUTO,4800.42
452,Hillsborough County,AUTO,8163.6
452,Hillsborough County,WALK,6.16
453,Hillsborough County,AUTO,5382.89
454,Hillsborough County,AUTO,5250.17
454,Hillsborough County,TRANSIT,2768.74
455,Hillsborough County,AUTO,11643.2
455,Hillsborough County,TNC,2886.88
456,Hillsborough County,AUTO,7989.03
456,Hillsborough County,TRANSIT,174.97
456,Hillsborough County,WALK,41.3
457,Hillsborough County,AUTO,8891.84
457,Hillsborough County,TNC,3302.24
458,Hillsborough County,AUTO,11771.19
458,Hillsborough County,SHUTTLE VANPOOL,64.12
458,Hillsborough County,WALK,1335.88
459,Hillsborough County,AUTO,2313.31
460,Hillsborough County,AUTO,3537.4
460,Hillsborough County,WALK,669.14
461,Hillsborough County,AUTO,3471.28
461,Hillsborough County,TNC,9.14
462,Hillsborough County,AUTO,281.05
463,Hillsborough County,AUTO,1767.59
464,Hillsborough County,AUTO,5599
465,Hillsborough County,AUTO,14383.74
465,Hillsborough County,SHUTTLE VANPOOL,343.18
465,Hillsborough County,TRANSIT,957.52
466,Hillsborough County,AUTO,1294.62
467,Hillsborough County,AUTO,21637.64
467,Hillsborough County,TRANSIT,209.77
468,Hillsborough County,AUTO,6535.92
469,Hillsborough County,AUTO,5453.54
470,Hillsborough County,AUTO,122.4
471,Hillsborough County,AUTO,1848.45
472,Hillsborough County,AUTO,1913.57
473,Hillsborough County,AUTO,681.3
473,Hillsborough County,TRANSIT,149.75
474,Hillsborough County,AUTO,152.31
475,Hillsborough County,AUTO,2954.19
475,Hillsborough County,WALK,80.53
476,Hillsborough County,AUTO,12640.08
476,Hillsborough County,WALK,730.04
477,Hillsborough County,AUTO,10371.53
477,Hillsborough County,TNC,99.31
477,Hillsborough County,WALK,32.24
478,Hillsborough County,AUTO,2734.18
479,Hillsborough County,AUTO,309.6
480,Hillsborough County,AUTO,3152.28
480,Hillsborough County,WALK,54.59
481,Hillsborough County,AUTO,4927.39
481,Hillsborough County,WALK,42.09
482,Hillsborough County,AUTO,4386.09
482,Hillsborough County,WALK,1066.08
483,Hillsborough County,AUTO,2303.01
483,Hillsborough County,WALK,177.32
484,Hillsborough County,AUTO,1243.44
484,Hillsborough County,WALK,177.32
485,Hillsborough County,AUTO,4280.08
485,Hillsborough County,WALK,55.86
486,Hillsborough County,AUTO,582.61
487,Hillsborough County,AUTO,10133.07
488,Hillsborough County,AUTO,2948.08
489,Hillsborough County,AUTO,1631.33
490,Hillsborough County,AUTO,331.52
491,Hillsborough County,AUTO,2716.42
491,Hillsborough County,WALK,7.41
492,Hillsborough County,AUTO,4219.92
492,Hillsborough County,WALK,204.29
493,Hillsborough County,AUTO,9334.53
494,Hillsborough County,AUTO,3535.4
495,Hillsborough County,AUTO,4078.62
496,Hillsborough County,AUTO,6124.35
497,Hillsborough County,AUTO,4862.71
497,Hillsborough County,WALK,581.2
498,Hillsborough County,AUTO,8404.77
498,Hillsborough County,BIKE,1195.93
498,Hillsborough County,WALK,739.88
499,Hillsborough County,AUTO,1077.23
499,Hillsborough County,WALK,257.67
500,Hillsborough County,AUTO,18.28
501,Hillsborough County,AUTO,196.69
502,Hillsborough County,AUTO,410.27
503,Hillsborough County,AUTO,16809.77
503,Hillsborough County,BIKE,101.31
503,Hillsborough County,WALK,399.37
504,Hillsborough County,AUTO,36231.42
504,Hillsborough County,WALK,376.9
505,Hillsborough County,AUTO,4642.49
505,Hillsborough County,WALK,22.74
506,Hillsborough County,AUTO,3033.11
506,Hillsborough County,WALK,572.83
507,Hillsborough County,AUTO,5114.39
507,Hillsborough County,WALK,5.18
508,Hillsborough County,AUTO,3262.23
509,Hillsborough County,AUTO,11978.55
509,Hillsborough County,WALK,3.45
510,Hillsborough County,AUTO,3550.75
510,Hillsborough County,WALK,2484.42
511,Hillsborough County,AUTO,12908.4
511,Hillsborough County,BIKE,1017.77
511,Hillsborough County,CAR SHARE,18.45
511,Hillsborough County,WALK,344.79
512,Hillsborough County,AUTO,6596.7
512,Hillsborough County,WALK,1946.09
513,Hillsborough County,AUTO,3864.78
513,Hillsborough County,WALK,281.78
514,Hillsborough County,AUTO,5798.59
514,Hillsborough County,WALK,937.31
515,Hillsborough County,AUTO,7724.04
515,Hillsborough County,TRANSIT,535.38
515,Hillsborough County,WALK,80.53
516,Hillsborough County,AUTO,5448.33
516,Hillsborough County,WALK,344.99
517,Hillsborough County,AUTO,20550.73
517,Hillsborough County,BIKE,3679.78
517,Hillsborough County,OTHER,119.04
517,Hillsborough County,WALK,23749.74
518,Hillsborough County,AUTO,1879.51
518,Hillsborough County,CAR SHARE,18.45
518,Hillsborough County,WALK,243.89
519,Hillsborough County,AUTO,6769.64
519,Hillsborough County,WALK,226.09
520,Hillsborough County,AUTO,3452.62
520,Hillsborough County,WALK,2097.33
521,Hillsborough County,AUTO,30719.98
521,Hillsborough County,TRANSIT,99.77
522,Hillsborough County,AUTO,36700.21
522,Hillsborough County,TNC,267.22
522,Hillsborough County,TRANSIT,1195.93
522,Hillsborough County,WALK,4063.02
523,Hillsborough County,AUTO,5484.94
524,Hillsborough County,AUTO,39738.33
524,Hillsborough County,WALK,364.31
525,Hillsborough County,AUTO,10166.19
525,Hillsborough County,BIKE,1195.93
525,Hillsborough County,CAR SHARE,6.19
525,Hillsborough County,TRANSIT,1195.93
525,Hillsborough County,WALK,2387.51
526,Hillsborough County,AUTO,15365.7
526,Hillsborough County,WALK,6506.39
527,Hillsborough County,AUTO,241.22
528,Hillsborough County,AUTO,746.6
528,Hillsborough County,WALK,79.05
529,Hillsborough County,AUTO,5086.38
529,Hillsborough County,LONG DIST PASS,3854.26
530,Hillsborough County,AUTO,868.06
531,Hillsborough County,AUTO,1938.68
531,Hillsborough County,WALK,2049.87
532,Hillsborough County,AUTO,442.12
533,Hillsborough County,AUTO,2481.53
534,Hillsborough County,AUTO,9211.53
534,Hillsborough County,SHUTTLE VANPOOL,64.12
534,Hillsborough County,WALK,128.24
535,Hillsborough County,AUTO,3925.63
535,Hillsborough County,WALK,608.38
536,Hillsborough County,AUTO,61.98
536,Hillsborough County,WALK,123.96
537,Hillsborough County,AUTO,6112.36
537,Hillsborough County,CAR SHARE,6.19
538,Hillsborough County,AUTO,1975.14
538,Hillsborough County,TRANSIT,99.77
539,Hillsborough County,AUTO,6692.29
539,Hillsborough County,OTHER,27.65
540,Hillsborough County,AUTO,101370.68
540,Hillsborough County,WALK,365.54
541,Hillsborough County,AUTO,31202.38
541,Hillsborough County,OTHER,5636.63
541,Hillsborough County,SHUTTLE VANPOOL,219.24
541,Hillsborough County,WALK,668.11
542,Hillsborough County,AUTO,11976.97
542,Hillsborough County,WALK,1010.86
543,Hillsborough County,AUTO,1011.73
543,Hillsborough County,TRANSIT,6.16
544,Hillsborough County,AUTO,2276.25
544,Hillsborough County,WALK,535.38
545,Hillsborough County,AUTO,1767.11
546,Hillsborough County,AUTO,3946.02
546,Hillsborough County,WALK,1873.72
547,Hillsborough County,AUTO,3528.86
547,Hillsborough County,TRANSIT,6.16
547,Hillsborough County,WALK,2927.86
548,Hillsborough County,AUTO,2873.93
548,Hillsborough County,WALK,446.27
549,Hillsborough County,AUTO,611.18
551,Hillsborough County,AUTO,350.69
552,Hillsborough County,AUTO,4694.78
552,Hillsborough County,BIKE,98.63
552,Hillsborough County,WALK,982.41
553,Hillsborough County,AUTO,3578.74
553,Hillsborough County,WALK,1047.48
555,Hillsborough County,AUTO,125.42
556,Hillsborough County,AUTO,296.76
556,Hillsborough County,WALK,508.33
557,Hillsborough County,AUTO,32.12
558,Hillsborough County,AUTO,18305.21
559,Hillsborough County,AUTO,2270.63
560,Hillsborough County,AUTO,56.27
561,Hillsborough County,AUTO,1275.18
562,Hillsborough County,AUTO,1454.79
563,Hillsborough County,AUTO,54.13
564,Hillsborough County,AUTO,7230.42
565,Hillsborough County,AUTO,2082.75
565,Hillsborough County,SCHOOL BUS,1612.51
565,Hillsborough County,TRANSIT,110.89
566,Hillsborough County,AUTO,30.97
567,Hillsborough County,AUTO,6279.63
567,Hillsborough County,TRANSIT,106.39
567,Hillsborough County,WALK,2087.79
568,Hillsborough County,AUTO,4077.91
568,Hillsborough County,WALK,499.55
569,Hillsborough County,AUTO,46.07
570,Hillsborough County,AUTO,417.84
571,Hillsborough County,AUTO,3517.34
571,Hillsborough County,TRANSIT,255.95
571,Hillsborough County,WALK,1898.96
572,Hillsborough County,AUTO,1989.1
572,Hillsborough County,TRANSIT,9.39
572,Hillsborough County,WALK,1644.17
573,Hillsborough County,AUTO,1747.51
574,Hillsborough County,AUTO,656.12
574,Hillsborough County,BIKE,22.78
574,Hillsborough County,WALK,72.33
575,Hillsborough County,AUTO,1480.14
576,Hillsborough County,AUTO,290.31
577,Hillsborough County,AUTO,4132.85
577,Hillsborough County,BIKE,660.96
577,Hillsborough County,WALK,38.59
578,Hillsborough County,AUTO,2921.66
578,Hillsborough County,BIKE,239.26
579,Hillsborough County,AUTO,2145.77
579,Hillsborough County,WALK,76.05
580,Hillsborough County,AUTO,1751.01
580,Hillsborough County,BIKE,79.45
580,Hillsborough County,CAR SHARE,115.93
580,Hillsborough County,SCHOOL BUS,79.05
580,Hillsborough County,TNC,4.65
580,Hillsborough County,WALK,4644.33
581,Hillsborough County,AUTO,98.27
581,Hillsborough County,WALK,194.53
582,Hillsborough County,AUTO,139.68
582,Hillsborough County,BIKE,0.63
582,Hillsborough County,WALK,2459.55
583,Hillsborough County,AUTO,376.85
583,Hillsborough County,WALK,9.28
584,Hillsborough County,AUTO,361.77
584,Hillsborough County,BIKE,159.5
584,Hillsborough County,CAR SHARE,18.45
584,Hillsborough County,WALK,437.04
585,Hillsborough County,AUTO,439.38
585,Hillsborough County,TNC,8.73
585,Hillsborough County,TRANSIT,191.28
585,Hillsborough County,WALK,217.53
586,Hillsborough County,AUTO,435.85
586,Hillsborough County,TNC,4.65
586,Hillsborough County,WALK,313.66
588,Hillsborough County,AUTO,259.96
588,Hillsborough County,BIKE,6.19
588,Hillsborough County,WALK,111.7
589,Hillsborough County,AUTO,79.19
589,Hillsborough County,WALK,6.09
590,Hillsborough County,AUTO,9062.01
590,Hillsborough County,TRANSIT,774.97
590,Hillsborough County,WALK,2205.24
591,Hillsborough County,AUTO,656.59
591,Hillsborough County,BIKE,79.45
591,Hillsborough County,TRANSIT,71.35
591,Hillsborough County,WALK,265.17
592,Hillsborough County,AUTO,210.73
593,Hillsborough County,AUTO,6.48
594,Hillsborough County,AUTO,836.85
594,Hillsborough County,BIKE,79.45
594,Hillsborough County,TRANSIT,68.59
595,Hillsborough County,AUTO,194.95
596,Hillsborough County,AUTO,2095.24
597,Hillsborough County,AUTO,2463.15
598,Hillsborough County,AUTO,8461.02
598,Hillsborough County,BIKE,157.52
598,Hillsborough County,SHUTTLE VANPOOL,271.54
598,Hillsborough County,TRANSIT,144.45
598,Hillsborough County,WALK,879.92
599,Hillsborough County,AUTO,932.88
599,Hillsborough County,WALK,54.54
600,Hillsborough County,AUTO,11486.18
600,Hillsborough County,BIKE,367.78
600,Hillsborough County,TNC,267.22
600,Hillsborough County,TRANSIT,3.09
600,Hillsborough County,WALK,5619.12
601,Hillsborough County,AUTO,8717.28
601,Hillsborough County,TNC,41.32
601,Hillsborough County,WALK,1292.78
602,Hillsborough County,AUTO,365.7
602,Hillsborough County,CAR SHARE,6.19
602,Hillsborough County,TRANSIT,135.03
602,Hillsborough County,WALK,5085.49
603,Hillsborough County,AUTO,2400.95
603,Hillsborough County,WALK,881.94
604,Hillsborough County,AUTO,661.99
604,Hillsborough County,WALK,3249.9
605,Hillsborough County,AUTO,1275.53
605,Hillsborough County,WALK,744.09
606,Hillsborough County,AUTO,4034.74
607,Hillsborough County,AUTO,417.95
607,Hillsborough County,BIKE,6.19
607,Hillsborough County,TNC,6.19
607,Hillsborough County,WALK,309.14
608,Hillsborough County,AUTO,4314.71
608,Hillsborough County,WALK,78.11
609,Hillsborough County,AUTO,2378.26
609,Hillsborough County,WALK,672.47
610,Hillsborough County,AUTO,2555.17
611,Hillsborough County,AUTO,1384.14
611,Hillsborough County,WALK,540.17
612,Hillsborough County,AUTO,1241.41
612,Hillsborough County,WALK,103.21
613,Hillsborough County,AUTO,5574.42
613,Hillsborough County,BIKE,6.19
613,Hillsborough County,CAR SHARE,36.95
613,Hillsborough County,WALK,124.23
614,Hillsborough County,AUTO,3854.26
614,Hillsborough County,TRANSIT,527.84
615,Hillsborough County,AUTO,1310.76
616,Hillsborough County,AUTO,1779.9
616,Hillsborough County,TNC,41.48
617,Hillsborough County,AUTO,804.07
618,Hillsborough County,AUTO,18747.89
618,Hillsborough County,TRANSIT,724.04
618,Hillsborough County,WALK,138.98
619,Hillsborough County,AUTO,4199.89
619,Hillsborough County,BIKE,159.5
619,Hillsborough County,WALK,843.96
620,Hillsborough County,AUTO,1921.58
620,Hillsborough County,WALK,296.76
621,Hillsborough County,AUTO,225.22
621,Hillsborough County,BIKE,139.4
621,Hillsborough County,WALK,1065.36
622,Hillsborough County,AUTO,17136.93
622,Hillsborough County,TRANSIT,119.04
622,Hillsborough County,WALK,720.61
623,Hillsborough County,AUTO,4541.35
623,Hillsborough County,TRANSIT,156.24
623,Hillsborough County,WALK,608.65
624,Hillsborough County,AUTO,4606.99
624,Hillsborough County,TRANSIT,6.09
624,Hillsborough County,WALK,625.71
625,Hillsborough County,AUTO,32.12
625,Hillsborough County,TNC,4.65
625,Hillsborough County,WALK,302.95
626,Hillsborough County,AUTO,3160.27
626,Hillsborough County,TNC,1593.03
626,Hillsborough County,WALK,639.56
627,Hillsborough County,AUTO,8373.35
627,Hillsborough County,TRANSIT,172.35
627,Hillsborough County,WALK,1863.83
628,Hillsborough County,AUTO,6.33
628,Hillsborough County,BIKE,6.19
628,Hillsborough County,WALK,25.33
629,Hillsborough County,AUTO,1181.83
629,Hillsborough County,WALK,1788.83
630,Hillsborough County,AUTO,1837.8
630,Hillsborough County,WALK,1379.44
631,Hillsborough County,AUTO,1338.49
631,Hillsborough County,TNC,166.75
631,Hillsborough County,TRANSIT,18.32
631,Hillsborough County,WALK,3356.8
632,Hillsborough County,AUTO,684.46
633,Hillsborough County,AUTO,2573.48
634,Hillsborough County,AUTO,5228.01
634,Hillsborough County,WALK,471.58
635,Hillsborough County,AUTO,15025.16
635,Hillsborough County,CAR SHARE,18.45
635,Hillsborough County,WALK,151.81
636,Hillsborough County,AUTO,1554.4
637,Hillsborough County,AUTO,9438.29
637,Hillsborough County,TNC,206.48
637,Hillsborough County,WALK,2984.69
638,Hillsborough County,AUTO,589.58
638,Hillsborough County,WALK,77.57
639,Hillsborough County,AUTO,239.83
639,Hillsborough County,CAR SHARE,115.93
639,Hillsborough County,LONG DIST PASS,3854.26
639,Hillsborough County,SHUTTLE VANPOOL,5.99
639,Hillsborough County,TRANSIT,52.22
639,Hillsborough County,WALK,184.23
640,Hillsborough County,AUTO,194.28
641,Hillsborough County,AUTO,5115.47
641,Hillsborough County,TNC,63.2
641,Hillsborough County,TRANSIT,52.89
641,Hillsborough County,WALK,3456.3
642,Hillsborough County,AUTO,894.42
643,Hillsborough County,AUTO,206.33
644,Hillsborough County,AUTO,5119.85
644,Hillsborough County,TNC,11.98
644,Hillsborough County,TRANSIT,53.04
644,Hillsborough County,WALK,415.45
645,Hillsborough County,AUTO,1557.12
645,Hillsborough County,TRANSIT,18.32
645,Hillsborough County,WALK,308.32
646,Hillsborough County,AUTO,19749.62
646,Hillsborough County,BIKE,420
646,Hillsborough County,LONG DIST PASS,9635.65
646,Hillsborough County,SHUTTLE VANPOOL,149.75
646,Hillsborough County,WALK,2460.25
647,Hillsborough County,AUTO,3578.23
647,Hillsborough County,WALK,431.47
648,Hillsborough County,AUTO,2682.07
648,Hillsborough County,BIKE,3231.48
648,Hillsborough County,WALK,1462.29
649,Hillsborough County,AUTO,7719.14
649,Hillsborough County,BIKE,1493.1
649,Hillsborough County,WALK,1026.92
650,Hillsborough County,AUTO,3210.25
650,Hillsborough County,SCHOOL BUS,80.38
650,Hillsborough County,WALK,208.74
651,Hillsborough County,AUTO,758.58
652,Hillsborough County,AUTO,8.06
653,Hillsborough County,AUTO,36.57
654,Hillsborough County,AUTO,32.26
655,Hillsborough County,AUTO,1015.46
656,Hillsborough County,AUTO,482.85
656,Hillsborough County,TNC,140.13
657,Hillsborough County,AUTO,1882.74
657,Hillsborough County,TRANSIT,537.93
658,Hillsborough County,AUTO,13119.3
659,Hillsborough County,AUTO,271.93
659,Hillsborough County,TRANSIT,523.39
660,Hillsborough County,AUTO,1155.93
663,Hillsborough County,AUTO,999.29
664,Hillsborough County,AUTO,615.25
665,Hillsborough County,AUTO,1609.55
665,Hillsborough County,WALK,197.28
666,Hillsborough County,AUTO,562.85
666,Hillsborough County,TNC,56.16
667,Hillsborough County,AUTO,239.89
668,Hillsborough County,AUTO,4106.36
668,Hillsborough County,TRANSIT,150.4
669,Hillsborough County,AUTO,8832.36
669,Hillsborough County,WALK,3106.02
670,Hillsborough County,AUTO,92.1
671,Hillsborough County,AUTO,1443.26
672,Hillsborough County,AUTO,243.16
673,Hillsborough County,AUTO,139.1
674,Hillsborough County,AUTO,1185.47
675,Hillsborough County,AUTO,12783.46
676,Hillsborough County,AUTO,15350
676,Hillsborough County,BIKE,32.12
676,Hillsborough County,WALK,73.53
677,Hillsborough County,AUTO,400.93
678,Hillsborough County,AUTO,180.34
679,Hillsborough County,AUTO,11512.91
680,Hillsborough County,AUTO,295.82
680,Hillsborough County,WALK,158.1
681,Hillsborough County,AUTO,30686.5
682,Hillsborough County,AUTO,3684.25
683,Hillsborough County,AUTO,782.76
684,Hillsborough County,AUTO,19500.3
684,Hillsborough County,SHUTTLE VANPOOL,98.51
685,Hillsborough County,AUTO,108.12
687,Hillsborough County,AUTO,149.75
688,Hillsborough County,AUTO,118.16
688,Hillsborough County,TRANSIT,63.2
689,Hillsborough County,AUTO,7811.06
690,Hillsborough County,AUTO,7541.8
690,Hillsborough County,WALK,3173.46
691,Hillsborough County,AUTO,3912.71
692,Hillsborough County,AUTO,895.91
692,Hillsborough County,WALK,230.95
693,Hillsborough County,AUTO,7744.22
693,Hillsborough County,SCHOOL BUS,159.91
694,Hillsborough County,AUTO,30031.4
694,Hillsborough County,SCHOOL BUS,1874.44
695,Hillsborough County,AUTO,1904.09
696,Hillsborough County,AUTO,3597.33
696,Hillsborough County,WALK,154.94
697,Hillsborough County,AUTO,1632.88
698,Hillsborough County,AUTO,9952.76
699,Hillsborough County,AUTO,9437.85
699,Hillsborough County,WALK,70.82
700,Hillsborough County,AUTO,602.38
701,Hillsborough County,AUTO,22888.8
702,Hillsborough County,AUTO,13798.38
703,Hillsborough County,AUTO,7202.04
704,Hillsborough County,AUTO,5131.02
704,Hillsborough County,WALK,24.15
705,Hillsborough County,AUTO,5026.41
705,Hillsborough County,WALK,63.2
706,Hillsborough County,AUTO,504.25
707,Hillsborough County,AUTO,1033.72
708,Hillsborough County,AUTO,6545.03
708,Hillsborough County,WALK,3.09
709,Hillsborough County,AUTO,4211.77
710,Hillsborough County,AUTO,2411.87
710,Hillsborough County,OTHER,79.89
711,Hillsborough County,AUTO,18910.29
712,Hillsborough County,AUTO,14051.11
712,Hillsborough County,OTHER,19.32
712,Hillsborough County,WALK,1697.53
713,Hillsborough County,AUTO,4594.1
713,Hillsborough County,SCHOOL BUS,79.05
713,Hillsborough County,WALK,100.29
714,Hillsborough County,AUTO,10165.84
715,Hillsborough County,AUTO,9735.8
716,Hillsborough County,AUTO,720.48
717,Hillsborough County,AUTO,18.29
718,Hillsborough County,AUTO,45.18
719,Hillsborough County,AUTO,6842.61
719,Hillsborough County,WALK,427.73
720,Hillsborough County,AUTO,17187.4
721,Hillsborough County,AUTO,109.47
722,Hillsborough County,AUTO,15809.63
722,Hillsborough County,TRANSIT,63.2
723,Hillsborough County,AUTO,13893.1
723,Hillsborough County,WALK,200.12
724,Hillsborough County,AUTO,11311.42
724,Hillsborough County,WALK,38.14
725,Hillsborough County,AUTO,5390.4
725,Hillsborough County,SCHOOL BUS,1874.44
726,Hillsborough County,AUTO,15895.23
726,Hillsborough County,WALK,2586.67
727,Hillsborough County,AUTO,10275.36
728,Hillsborough County,AUTO,3487.7
728,Hillsborough County,WALK,353.32
729,Hillsborough County,AUTO,108.53
730,Hillsborough County,AUTO,138.95
731,Hillsborough County,AUTO,471.53
732,Hillsborough County,AUTO,5885.97
732,Hillsborough County,WALK,1167.52
733,Hillsborough County,AUTO,12877.03
733,Hillsborough County,WALK,596.53
734,Hillsborough County,AUTO,11171.39
734,Hillsborough County,TNC,99.15
734,Hillsborough County,TRANSIT,79.05
734,Hillsborough County,WALK,896.6
735,Hillsborough County,AUTO,21892.57
735,Hillsborough County,WALK,42.66
736,Hillsborough County,AUTO,9664.78
737,Hillsborough County,AUTO,4926.55
737,Hillsborough County,WALK,427.62
738,Hillsborough County,AUTO,10231.92
739,Hillsborough County,AUTO,8643.44
740,Hillsborough County,AUTO,11014.12
741,Hillsborough County,AUTO,14370.79
741,Hillsborough County,TRANSIT,3.09
741,Hillsborough County,WALK,1185.52
742,Hillsborough County,AUTO,839.45
742,Hillsborough County,BIKE,231.61
742,Hillsborough County,WALK,115.8
743,Hillsborough County,AUTO,19085.68
743,Hillsborough County,BIKE,231.61
744,Hillsborough County,AUTO,38833.2
744,Hillsborough County,OTHER,418.35
744,Hillsborough County,WALK,238.96
745,Hillsborough County,AUTO,2074.09
745,Hillsborough County,WALK,115.8
746,Hillsborough County,AUTO,1077.57
747,Hillsborough County,AUTO,45.66
748,Hillsborough County,AUTO,5579.42
749,Hillsborough County,AUTO,13554.33
750,Hillsborough County,AUTO,11394.74
750,Hillsborough County,WALK,115.5
751,Hillsborough County,AUTO,347.5
752,Hillsborough County,AUTO,586.24
752,Hillsborough County,WALK,517.3
753,Hillsborough County,AUTO,394.02
754,Hillsborough County,AUTO,25474.54
754,Hillsborough County,TRANSIT,1871.86
754,Hillsborough County,WALK,353.47
757,Hillsborough County,SHUTTLE VANPOOL,1.18
758,Hillsborough County,AUTO,33.24
760,Hillsborough County,AUTO,5663.21
760,Hillsborough County,TRANSIT,359.44
760,Hillsborough County,WALK,205.35
761,Hillsborough County,AUTO,14981.25
761,Hillsborough County,TRANSIT,79.05
761,Hillsborough County,WALK,2482.8
762,Hillsborough County,AUTO,7041.07
763,Hillsborough County,AUTO,10951.25
763,Hillsborough County,SCHOOL BUS,624.83
763,Hillsborough County,WALK,3105.47
764,Hillsborough County,AUTO,1449.87
764,Hillsborough County,WALK,701.29
765,Hillsborough County,AUTO,6023.03
766,Hillsborough County,AUTO,42916.52
766,Hillsborough County,SCHOOL BUS,114.16
766,Hillsborough County,WALK,984.77
767,Hillsborough County,AUTO,11153.46
767,Hillsborough County,SCHOOL BUS,114.16
767,Hillsborough County,WALK,161.38
768,Hillsborough County,AUTO,6859.22
769,Hillsborough County,AUTO,797.15
770,Hillsborough County,AUTO,26689.79
770,Hillsborough County,TNC,98.32
770,Hillsborough County,WALK,119.95
771,Hillsborough County,AUTO,5741.92
771,Hillsborough County,WALK,100.29
772,Hillsborough County,AUTO,8601.21
772,Hillsborough County,TRANSIT,57.49
772,Hillsborough County,WALK,153.12
773,Hillsborough County,AUTO,41133.81
773,Hillsborough County,SCHOOL BUS,710.33
773,Hillsborough County,TAXI NOT TNC,149.8
773,Hillsborough County,WALK,22862.92
774,Hillsborough County,AUTO,4822.34
775,Hillsborough County,AUTO,14786.04
775,Hillsborough County,TRANSIT,1871.86
775,Hillsborough County,WALK,3743.73
778,Hillsborough County,AUTO,335.76
779,Hillsborough County,AUTO,335.76
780,Hillsborough County,AUTO,1069.22
780,Hillsborough County,WALK,328.97
781,Hillsborough County,AUTO,19772.89
781,Hillsborough County,TAXI NOT TNC,115.52
781,Hillsborough County,WALK,127.28
783,Hillsborough County,AUTO,3018.17
785,Hillsborough County,AUTO,2075.17
786,Hillsborough County,AUTO,6085.53
786,Hillsborough County,BIKE,356.73
